time	integration	mag	dmag	dmag2	band	instrument	mag_limit	time_unit	integration_unit	mag_unit	mag_type	time_frame	extinction_corrected	dtime
2239	80	14.735	0.02	0.02	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
2332	80	14.866	0.02	0.02	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
2421	80	14.94	0.021	0.021	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
2512	80	15.037	0.022	0.022	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
2583	80	15.097	0.034	0.033	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
2691	80	15.149	0.028	0.027	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
2778	80	15.162	0.03	0.029	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
2870	80	15.14	0.028	0.028	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
2958	80	15.191	0.029	0.028	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
3055	80	15.201	0.026	0.025	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
3145	80	15.219	0.024	0.024	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
3235	80	15.262	0.026	0.025	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
3325	80	15.362	0.028	0.028	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
3412	80	15.357	0.031	0.03	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3505	80	15.236	0.033	0.032	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3595	80	15.345	0.038	0.036	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3686	80	15.37	0.03	0.029	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3775	80	15.348	0.036	0.035	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3865	80	15.341	0.03	0.029	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
3956	80	15.401	0.03	0.03	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
4063	80	15.351	0.027	0.026	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
4152	80	15.373	0.027	0.026	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
4242	80	15.383	0.028	0.028	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
4332	80	15.399	0.027	0.026	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
4421	80	15.411	0.028	0.027	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
4510	80	15.395	0.027	0.027	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
4601	80	15.503	0.03	0.029	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
4704	80	15.474	0.033	0.032	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4793	80	15.441	0.033	0.032	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4883	80	15.523	0.037	0.036	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
4974	80	15.501	0.034	0.033	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
5062	80	15.573	0.038	0.036	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
5151	80	15.649	0.041	0.039	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
5242	80	15.642	0.04	0.039	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
5351	80	15.653	0.031	0.03	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5441	80	15.684	0.032	0.032	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5531	80	15.693	0.032	0.031	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5621	80	15.732	0.035	0.034	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5710	80	15.687	0.032	0.031	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5800	80	15.767	0.034	0.033	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5890	80	15.776	0.035	0.034	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
5995	80	15.823	0.055	0.053	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
6085	80	15.922	0.046	0.044	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
6175	80	15.852	0.051	0.049	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
6265	80	15.95	0.053	0.05	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
6354	80	15.837	0.041	0.04	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
6443	80	15.763	0.051	0.049	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
6532	80	15.929	0.045	0.043	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
6641	80	15.769	0.044	0.042	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6731	80	15.875	0.041	0.039	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6820	80	15.816	0.042	0.04	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
6910	80	15.942	0.045	0.043	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
7000	80	15.919	0.046	0.045	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
7090	80	15.933	0.047	0.045	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
7180	80	15.998	0.052	0.05	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
7270	80	16.007	0.053	0.05	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
7360	80	16.058	0.058	0.055	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
7700	40	16.131	0.089	0.083	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
8580	400	16.248	0.033	0.032	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
8982	320	16.365	0.036	0.035	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
9489	560	16.541	0.028	0.027	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
10118	560	16.662	0.035	0.034	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
10770	560	16.855	0.042	0.04	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
11397	560	16.914	0.045	0.043	I_C	PROMPT-SSO-2	0	seconds	seconds	Vega	apparent	observer	False	NaN
12054	560	17.019	0.05	0.048	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
12682	560	17.138	0.062	0.058	I_C	PROMPT-SSO-3	0	seconds	seconds	Vega	apparent	observer	False	NaN
13473	800	17.127	0.063	0.059	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
14366	800	17.217	0.059	0.056	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
15214	720	17.316	0.079	0.073	I_C	PROMPT-SSO-1	0	seconds	seconds	Vega	apparent	observer	False	NaN
16213	1040	17.355	0.053	0.051	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
54193	8960	19.565	0.085	0.079	I_C	Prompt5	0	seconds	seconds	Vega	apparent	observer	False	NaN
89862	7380	20.974	1.843	0.795	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
98154	600	20.76	0.06	0.06	I_C	MAO/AZT-22	0	seconds	seconds	Vega	apparent	observer	False	NaN
98693	7380	20.523	0.571	0.385	I_C	PROMPT-SSO-4	0	seconds	seconds	Vega	apparent	observer	False	NaN
139647	3480	21.295	0.813	0.49	I_C	Prompt5	0	seconds	seconds	Vega	apparent	observer	False	NaN
228005	7200	21.913	1.263	0.645	I_C	Prompt5	0	seconds	seconds	Vega	apparent	observer	False	NaN
7133465	7200	20.96	NaN	NaN	I_C	Prompt5	1	seconds	seconds	Vega	apparent	observer	False	NaN
59596	5400	19.63	0.08	0.08	z	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
65032	5400	19.42	0.09	0.09	z	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
70430	5320	19.91	0.13	0.13	z	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
75861	5474	19.85	0.12	0.12	z	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
80864	4420	19.74	0.1	0.1	z	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
326268	537	20.5	NaN	NaN	z	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
1793954	10201	22.25	0.28	0.28	z	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
2571347	9664	22.4	0.28	0.28	z	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
3347316	9664	22.51	NaN	NaN	z	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
59596	1409	18.966	0.15	0.15	Y	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
64753	1624	19.016	0.2	0.2	Y	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
79388	1624	19.036	0.17	0.17	Y	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
81077	1627	19.356	0.22	0.22	Y	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
326268	537	19.716	NaN	NaN	Y	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
1793954	10201	21.306	0.21	0.21	Y	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
2571347	9664	21.896	0.21	0.21	Y	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
3334585	9463	21.956	0.38	0.38	Y	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
68240	5302	18.89	0.1	0.1	J	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
326272	537	19.19	NaN	NaN	J	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
1793954	10134	21.3	0.31	0.31	J	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
2571743	9396	21.39	NaN	NaN	J	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
3347314	9664	21.21	NaN	NaN	J	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
68240	5436	18.34	0.15	0.15	H	RATIR	0	seconds	seconds	Vega	apparent	observer	False	NaN
326272	537	18.14	NaN	NaN	H	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
1880682	10134	20.51	NaN	NaN	H	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
2571743	9396	20.31	NaN	NaN	H	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
3347314	9463	20.65	NaN	NaN	H	RATIR	1	seconds	seconds	Vega	apparent	observer	False	NaN
